Title,Release_Date,Expired_Date,Activity_Code,Organization,Parent_Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
Release of New Guidance for Applying For New Therapeutic Discovery Project Program Created By The Affordable Care Act,5/20/2010,,,NIH,NIH,None,NOT-OD-10-100,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-100.html
Notice of Intent to Publish a Request for Applications for Biobehavioral Research Awards for Innovative New Scientists (BRAINS) (R01),5/19/2010,,,NIMH,NIH,None,NOT-MH-10-013,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-10-013.html
"Notice to Extend the Expiration Date for PA-07-406, PA-07-407 and PA-07-408  Screening and Brief Alcohol Interventions in Underage and Young Adult Populations
",5/19/2010,,,NIAAA,NIH,None,NOT-AA-10-002,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AA-10-002.html
"Administrative Supplements to Promote Research Collaborations in AIDS-Associated Malignancies for Projects Currently Funded by the National Cancer Institute (NCI)
",5/18/2010,,,NCI,NIH,None,NOT-CA-10-024,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-10-024.html
Modification: This Notice modifies RFA-MD-10-001: NCMHD Disparities Research and Education Advancing Mission (DREAM) Career Transition Award (K22) ,5/18/2010,,,NCMHD,NIH,None,NOT-MD-10-004,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-MD-10-004.html
Clarification of NIDDK Policy: Investigator-Initiated Multi-Center Clinical Studies,5/17/2010,,,NIDDK,NIH,None,NOT-DK-10-003,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DK-10-003.html
"Request for Information (RFI): Organization and Configuration of the HIV-Related Research-Training Programs Administered by the Fogarty International Center
",5/17/2010,,,FIC,NIH,None,NOT-TW-10-006,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-TW-10-006.html
"Notice of Format Clarification and Frequently Asked Questions (FAQs) for Funding Opportunity Announcement (FOA): RFA-HL-11-006, Next Generation Genetic Association Studies (U01) ",5/17/2010,,,NHLBI,NIH,None,NOT-HL-10-110,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-10-110.html
RFP ANNOUNCEMENT: Reagent Resource Support Program for AIDS Vaccine Development: RFP-NIAID-DAIDS-NIHAI2010086 ,5/17/2010,,,NIAID,NIH,None,NOT-AI-10-032,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-10-032.html
Modification: This Notice modifies RFA-RM-10-001 ,5/16/2010,,,NCRR,NIH,None,NOT-RM-10-007,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-RM-10-007.html
Notice of Availability of Administrative Supplements for the U.S.-JAPAN Brain Research Cooperative Program  U.S. Component,5/14/2010,,,NINDS,NIH,"NCI, NIA, NICHD, NIDA, NIDCD, NIDCR, NIEHS, NIMH, NEI, NIBIB",NOT-NS-10-014,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-10-014.html
Notice of Availability of NINDS Administrative Supplements to Promote Global Health Research,5/13/2010,,,NINDS,NIH,None,NOT-NS-10-019,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-10-019.html
"Behavioral & Integrative Treatment Development Program (R01, R03, and R34) Notice: Major Programmatic Priorities",5/13/2010,,,NIDA,NIH,None,NOT-DA-10-019,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-10-019.html
"Notice of Availability of Administrative Supplements to Prepare Projects for the Blueprint Neurotherapeutics Network
",5/13/2010,,,NINDS,NIH,NIDCD,NOT-NS-10-018,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-10-018.html
NINDS Policy for the Award and Continuation of Investigator-Initiated Phase III Clinical Trials ,5/13/2010,,,NINDS,NIH,None,NOT-NS-10-009,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-10-009.html
"Notice of Changes in NINDS Policy for Support of NIH Exploratory/Developmental Research Grant Program (Parent R21)
",5/12/2010,,,NINDS,NIH,None,NOT-NS-10-017,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-10-017.html
"Budgeting for Genomic Arrays for NIH Grants, Cooperative Agreements and Contracts
",5/12/2010,,,NIH,NIH,None,NOT-OD-10-097,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-097.html
Join the i6 Challenge: Informational Conference Call for Applicants ,5/12/2010,,,NIH,NIH,"EDA, NSF",NOT-OD-10-098,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-098.html
Notice of Intent to Publish Request for Applications for the Clinical Proteomic Technologies for Cancer Initiative (CPTC): Proteome Characterization Centers,5/12/2010,,,NCI,NIH,None,NOT-CA-10-027,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-10-027.html
"12th Annual NIH SBIR/STTR Conference to be held June 2 & 3, 2010, Raleigh, NC
",5/11/2010,,,NIH,NIH,None,NOT-OD-10-096,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-096.html
Instructions to Complete MARC-USTAR Budget Forms (PAR-10-119) ,5/10/2010,,,NIGMS,NIH,None,NOT-GM-10-104,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-GM-10-104.html
Findings of Misconduct in Science,5/9/2010,,,DHHS,DHHS,None,NOT-OD-10-095,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-095.html
Enhancing Peer Review: Expectation for Service on NIH Peer Review and Advisory Groups,5/7/2010,,,NIH,NIH,None,NOT-OD-10-089,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-089.html
"NIH Expands Provisions of the Streamlined Noncompeting Award Process (eSNAP) and Requires Electronic Submission of SNAPs Beginning August 1, 2010
",5/6/2010,,,NIH,NIH,None,NOT-OD-10-093,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-093.html
"RESCINDED - Extension of Modified Application Submission, Referral and Review to Members of NIH Program Advisory Committees (PACs)",5/6/2010,,,NIH,NIH,None,NOT-OD-10-090,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-090.html
"Revised Requirements for the Completion of NIH-RAID Applications Using the Restructured Electronic SF 424 (R&R) Application Package
",5/6/2010,,,NIH,NIH,None,NOT-RM-10-008,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-RM-10-008.html
Notice of Funding Opportunity for a Cell Characterization Core for the NHLBI Progenitor Cell Biology Consortium,5/6/2010,,,NHLBI,NIH,None,NOT-HL-10-109,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-10-109.html
"Notice of Intent to Publish Request for Applications for the Blood and Marrow Transplant Clinical Trials Network (U10)
",5/6/2010,,,NHLBI,NIH,None,NOT-HL-10-107,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-10-107.html
"Notice of Intent to Publish Request for Applications for the Blood and Marrow Transplant Clinical Trials Network Data Coordinating Center (U10)
",5/6/2010,,,NHLBI,NIH,None,NOT-HL-10-108,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-10-108.html
Request for Information: Scientific and Regulatory Issues to be Explored at an Upcoming Pluripotent Stem Cell Workshop involving NIH and FDA ,5/5/2010,,,NINDS,NIH,None,NOT-NS-10-016,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-10-016.html
"Request for Information (RFI): Priorities for Transgenerational Research
",5/5/2010,,,NIEHS,NIH,None,NOT-ES-10-010,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-ES-10-010.html
Delays in Grant Application Submission due to Spring Flooding,5/5/2010,,,NIH,NIH,None,NOT-OD-10-094,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-094.html
New NIAID Policy: Investigator-Initiated Clinical Trials ,5/4/2010,,,NIAID,NIH,None,NOT-AI-10-024,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-10-024.html
"Participation of NICHD on PA-10-127 (R01) & PA-10-128 (R21), Home and Family Based Approaches for the Prevention or Management of Overweight or Obesity in Early Childhood ",5/3/2010,,,NICHD,NIH,None,NOT-HD-10-014,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-10-014.html
"Reminder: NIH/AHRQ/NIOSH/FDA Return to a Two-day Error Correction Window for Grant Applications Effective May 8, 2010
",5/2/2010,,,NIH,NIH,"AHRQ, FDA, NIOSH",NOT-OD-10-088,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-088.html
Notice of Discontinuation of National Eye Institute (NEI) Participation in the K24 Midcareer Investigator Award in Patient-Oriented Research,5/2/2010,,,NEI,NIH,None,NOT-EY-10-003,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-EY-10-003.html
Notice of Intent to Publish Request for Applications for the Barretts Esophagus Translational Research Network (BETRNet) Coordinating Center ,5/2/2010,,,NCI,NIH,None,NOT-CA-10-022,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-10-022.html
Notice of Intent to Publish Request for Applications for the Barretts Esophagus Translational Research Network (BETRNet) Research Centers,5/2/2010,,,NCI,NIH,None,NOT-CA-10-021,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-10-021.html
"Final Opportunity to Attend a 2010 NIH Regional Seminar on Program Funding & Grants Administration: Register Now for Portland, OR (June 24-25, 2010) ",4/29/2010,,,NIH,NIH,None,NOT-OD-10-092,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-092.html
"Participation of NICHD in PA-10-152, Diet Composition and Energy Balance (R01)
",4/29/2010,,,NICHD,NIH,None,NOT-HD-10-013,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-10-013.html
Frequently Asked Questions (FAQ) for: Centers of Research Translation (CORT) (P50) RFA-AR-11-002,4/27/2010,,,NIAMS,NIH,None,NOT-AR-10-035,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AR-10-035.html
"Extension of Expiration date for PA-07-277, PA-06-367, and PA-06-368: Research on Ethical Issues in Human Subjects Research ",4/25/2010,,,NIH,NIH,None,NOT-OD-10-086,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-086.html
"Notice of Participation of the National Eye Institute (NEI) in the Bioengineering Research Partnerships (BRP)[R01]
",4/22/2010,,,NEI,NIH,None,NOT-EY-10-004,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-EY-10-004.html
Request for Information (RFI): Call for Nominations for NICHDs 2010-11 BPCA Priority List of Needs in Pediatric Therapeutics ,4/22/2010,,,NICHD,NIH,None,NOT-HD-10-010,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-10-010.html
"Request for Proposals (RFP): Repository of Mouse Models for Cytogenetic Disorders
",4/22/2010,,,NICHD,NIH,None,NOT-HD-10-004,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-10-004.html
"NIAID Announces Two FOAs of Similar Scope with Differing Approaches
",4/22/2010,,,NIAID,NIH,None,NOT-AI-10-029,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-10-029.html
"Amendments to PAR-10-165, The National Cancer Institute (NCI) Cancer Education and Career Development Program (R25) ",4/22/2010,,,NCI,NIH,None,NOT-CA-10-023,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-10-023.html
RFP ANNOUNCEMENT: Nonhuman Primate Major Histocompatibility Complex Gene Discovery and Typing Technology Development: BAA-NIAID-DAIT-NIHAI2010093 ,4/21/2010,,,NIAID,NIH,None,NOT-AI-10-026,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-10-026.html
"Request for Information (RFI): Priorities for the NIH Adherence Research Network
",4/19/2010,,,NIH,NIH,None,NOT-OD-10-078,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-078.html
"Change in Receipt Date for NCCAM T35 Applications
",4/19/2010,,,NCCIH,NIH,None,NOT-AT-10-005,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AT-10-005.html
RESCINDED - Change in Receipt Date for NCCAM T32 Applications ,4/19/2010,,,NCCIH,NIH,None,NOT-AT-10-004,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AT-10-004.html
Instructions for Completion and Technical Evaluation of the Vertebrate Animal Section (VAS) in NIH Contract Proposals ,4/18/2010,,,NIH,NIH,None,NOT-OD-10-049,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-049.html
Notice Regarding the Availability of Administrative Supplements to Support U.S.  Netherlands Binational Collaborative Research on Drug Abuse ,4/18/2010,,,NIDA,NIH,None,NOT-DA-10-018,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-10-018.html
Findings of Research Misconduct,4/15/2010,,,DHHS,DHHS,None,NOT-OD-10-085,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-085.html
Findings of Research Misconduct,4/15/2010,,,DHHS,DHHS,None,NOT-OD-10-084,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-084.html
Update of Sample Animal Welfare Assurance for Foreign Institutions,4/15/2010,,,NIH,NIH,None,NOT-OD-10-083,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-083.html
RESCINDED - Enhancing Peer Review: Clarification of Resubmission Policy and Determination of New Application Status,4/15/2010,,,NIH,NIH,None,NOT-OD-10-080,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-080.html
"RFP: National Childrens Study Coordinating Center Pre-Solicitation
",4/14/2010,,,NICHD,NIH,None,NOT-HD-10-012,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-10-012.html
"Additional Receipt Dates for PAR-08-238 - National Cooperative Drug Discovery and Development Groups (NCDDDG) for the Treatment of Mental Disorders, Drug or Alcohol Addiction (U01/U19) ",4/14/2010,,,NIMH,NIH,"NIAAA, NIDA",NOT-MH-10-012,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-10-012.html
RESCINDED - Policy Reminder Concerning Appendix Materials for All NIH/AHRQ/NIOSH Grant Applications ,4/14/2010,,,NIH,NIH,"AHRQ, NIOSH",NOT-OD-10-077,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-077.html
Guidance on Confirming Appropriate Charges to NIH Awards during Periods of Noncompliance for Activities Involving Animals ,4/14/2010,,,NIH,NIH,None,NOT-OD-10-081,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-081.html
"Frequently Asked Questions (FAQ) for: Social Network Analysis and Health, PAR-10-145 (R01) and PAR-10-146 (R21)
",4/14/2010,,,OBSSR,NIH,None,NOT-OD-10-082,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-082.html
"Change in Receipt Date, Expiration Date and Inclusion of NIA in Participation: PAR-09-103 - Centers for AIDS Research and Developmental Centers for AIDS Research (P30) ",4/12/2010,,,NIAID,NIH,None,NOT-AI-10-025,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-10-025.html
"Request for Information from Facilities with Experience in Maintaining Populations of Aging Research Chimpanzees
",4/8/2010,,,NCRR,NIH,None,NOT-RR-10-008,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-RR-10-008.html
"Notice of Expiration of PAR-09-011, Diversity-promoting Institutions Drug Abuse Research Program (DIDARP) (R24) ",4/7/2010,,,NIDA,NIH,None,NOT-DA-11-016,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-11-016.html
"Notice to Extend the Expiration Date for PA-07-329, PA-07-330 and PA-07-331 - Women and Sex/Gender Differences in Drug and Alcohol Abuse/Dependence
",4/6/2010,,,NIDA,NIH,None,NOT-DA-10-017,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-10-017.html
"Clarification of Page Limits for PAR-08-080  NLM Express Research Grants in Biomedical Informatics (R01)
",4/5/2010,,,NLM,NIH,None,NOT-LM-10-001,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-LM-10-001.html
"RFP ANNOUNCEMENT: Nonhuman Primate Core Quantitative Viral RNA Laboratory for AIDS Vaccine Research and Development: RFP-NIAID-DAIDS-NIH-AI-2009-073
",4/4/2010,,,NIAID,NIH,None,NOT-AI-10-021,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-10-021.html
Limited Competition: Administrative Supplements for HIV/AIDS Implementation Science in PEPFAR settings ,4/4/2010,,,NIAID,NIH,"FIC, NCI, NIAAA, NICHD, NIDA, NIMH",NOT-AI-10-023,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-10-023.html
"Corrections to NOT-NS-10-013, NINDS Announces Availability of Funds for Competitive Revision Applications for Grand Challenge on Optimal Cortical Control of DARPA Revolutionizing Upper-Limb Prosthetics (R01 and R37) ",4/4/2010,,,NINDS,NIH,None,NOT-NS-10-015,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-10-015.html
Request for Information (RFI): Large Scale Clinical Trials on Aging ,4/4/2010,,,NIA,NIH,None,NOT-AG-10-005,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AG-10-005.html
RFP ANNOUNCEMENT: Nonhuman Primate Core Humoral Immunology Laboratory for AIDS Vaccine Research and Development: RFP-NIAID-DAIDS-NIH-AI-2009-072 ,4/4/2010,,,NIAID,NIH,None,NOT-AI-10-016,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-10-016.html
"BAA ANNOUNCEMENT: Targeted Clinical Trials to Reduce the Risk of Antimicrobial Resistance -BAA NIAID-DMID-NIHAI2010089
",4/4/2010,,,NIAID,NIH,None,NOT-AI-10-020,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-10-020.html
"Participation of NINDS and USAID on RFA-TW-10-008, entitled: The Medical Education Partnership Initiative (MEPI) (R24)",4/1/2010,,,FIC,NIH,None,NOT-TW-10-004,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-TW-10-004.html
"Small Business Innovation Research (SBIR) Award Levels Adjusted to $150,000 (Phase I) and $1,000,000 (Phase II)",3/31/2010,,,NIH,NIH,None,NOT-OD-10-079,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-079.html
"Enhancing Peer Review: Updated Processes for the Review of all Ruth L. Kirschstein National Research Service Award (NRSA) Fellowship Applications
",3/30/2010,,,NIH,NIH,None,NOT-OD-10-071,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-071.html
"NIH Will Require the Electronic Submission of Appointment Forms and Termination Notices via xTrain for Research Training, Fellowship, Education, and Career Awards Beginning January 2011 ",3/29/2010,,,NIH,NIH,None,NOT-OD-10-072,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-10-072.html
Notice of Change in Expiration Date for Program Announcement on Bioengineering Research Partnerships (PAR-07-352),3/29/2010,,,NIBIB,NIH,"NCI, NHGRI, NHLBI, NIA, NIBIB, NIDCD, NIDCR, NIEHS, NINDS",NOT-EB-10-001,NOT,,https://grants.nih.gov/grants/guide/notice-files/NOT-EB-10-001.html
